"participant","sex","include","time","sets","leg","exercise","load"
"FP22","female","incl","week2","single","R","legpress",170
"FP22","female","incl","week2","multiple","L","legpress",170
"FP22","female","incl","week2","single","R","legext",45
"FP22","female","incl","week2","multiple","L","legext",45
"FP22","female","incl","week5","single","R","legpress",185
"FP22","female","incl","week5","multiple","L","legpress",190
"FP22","female","incl","week5","single","R","legext",52.5
"FP22","female","incl","week5","multiple","L","legext",52.5
"FP22","female","incl","week9","single","R","legpress",NA
"FP22","female","incl","week9","multiple","L","legpress",NA
"FP22","female","incl","week9","single","R","legext",NA
"FP22","female","incl","week9","multiple","L","legext",NA
"FP22","female","incl","post","single","R","legpress",215
"FP22","female","incl","post","multiple","L","legpress",220
"FP22","female","incl","post","single","R","legext",57.5
"FP22","female","incl","post","multiple","L","legext",62.5
"FP19","male","incl","pre","single","R","legpress",250
"FP19","male","incl","pre","multiple","L","legpress",260
"FP19","male","incl","pre","single","R","legext",75
"FP19","male","incl","pre","multiple","L","legext",75
"FP19","male","incl","session1","single","R","legpress",265
"FP19","male","incl","session1","multiple","L","legpress",270
"FP19","male","incl","session1","single","R","legext",77.5
"FP19","male","incl","session1","multiple","L","legext",80
"FP19","male","incl","week2","single","R","legpress",285
"FP19","male","incl","week2","multiple","L","legpress",305
"FP19","male","incl","week2","single","R","legext",77.5
"FP19","male","incl","week2","multiple","L","legext",85
"FP19","male","incl","week5","single","R","legpress",290
"FP19","male","incl","week5","multiple","L","legpress",325
"FP19","male","incl","week5","single","R","legext",85
"FP19","male","incl","week5","multiple","L","legext",87.5
"FP19","male","incl","week9","single","R","legpress",NA
"FP19","male","incl","week9","multiple","L","legpress",NA
"FP19","male","incl","week9","single","R","legext",NA
"FP19","male","incl","week9","multiple","L","legext",NA
"FP19","male","incl","post","single","R","legpress",300
"FP19","male","incl","post","multiple","L","legpress",330
"FP19","male","incl","post","single","R","legext",80
"FP19","male","incl","post","multiple","L","legext",90
"FP30","female","incl","pre","multiple","R","legpress",170
"FP30","female","incl","pre","single","L","legpress",165
"FP30","female","incl","pre","multiple","R","legext",45
"FP30","female","incl","pre","single","L","legext",45
"FP30","female","incl","session1","multiple","R","legpress",177.5
"FP30","female","incl","session1","single","L","legpress",177.5
"FP30","female","incl","session1","multiple","R","legext",45
"FP30","female","incl","session1","single","L","legext",45
"FP30","female","incl","week2","multiple","R","legpress",245
"FP30","female","incl","week2","single","L","legpress",240
"FP30","female","incl","week2","multiple","R","legext",50
"FP30","female","incl","week2","single","L","legext",50
"FP30","female","incl","week5","multiple","R","legpress",225
"FP30","female","incl","week5","single","L","legpress",225
"FP30","female","incl","week5","multiple","R","legext",57.5
"FP30","female","incl","week5","single","L","legext",52.5
"FP30","female","incl","week9","multiple","R","legpress",237.5
"FP30","female","incl","week9","single","L","legpress",237.5
"FP30","female","incl","week9","multiple","R","legext",60
"FP30","female","incl","week9","single","L","legext",52.5
"FP30","female","incl","post","multiple","R","legpress",275
"FP30","female","incl","post","single","L","legpress",260
"FP30","female","incl","post","multiple","R","legext",67.5
"FP30","female","incl","post","single","L","legext",65
"FP39","male","incl","pre","multiple","R","legpress",250
"FP39","male","incl","pre","single","L","legpress",240
"FP39","male","incl","pre","multiple","R","legext",75
"FP39","male","incl","pre","single","L","legext",75
"FP39","male","incl","session1","multiple","R","legpress",255
"FP39","male","incl","session1","single","L","legpress",250
"FP39","male","incl","session1","multiple","R","legext",82.5
"FP39","male","incl","session1","single","L","legext",77.5
"FP39","male","incl","week2","multiple","R","legpress",315
"FP39","male","incl","week2","single","L","legpress",310
"FP39","male","incl","week2","multiple","R","legext",100
"FP39","male","incl","week2","single","L","legext",95
"FP39","male","incl","week5","multiple","R","legpress",330
"FP39","male","incl","week5","single","L","legpress",325
"FP39","male","incl","week5","multiple","R","legext",120
"FP39","male","incl","week5","single","L","legext",120
"FP39","male","incl","week9","multiple","R","legpress",NA
"FP39","male","incl","week9","single","L","legpress",NA
"FP39","male","incl","week9","multiple","R","legext",127.5
"FP39","male","incl","week9","single","L","legext",125
"FP39","male","incl","post","multiple","R","legpress",335
"FP39","male","incl","post","single","L","legpress",325
"FP39","male","incl","post","multiple","R","legext",135
"FP39","male","incl","post","single","L","legext",127.5
"FP27","male","incl","pre","single","R","legpress",130
"FP27","male","incl","pre","multiple","L","legpress",125
"FP27","male","incl","pre","single","R","legext",60
"FP27","male","incl","pre","multiple","L","legext",62.5
"FP27","male","incl","session1","single","R","legpress",135
"FP27","male","incl","session1","multiple","L","legpress",NA
"FP27","male","incl","session1","single","R","legext",67.5
"FP27","male","incl","session1","multiple","L","legext",70
"FP27","male","incl","week2","single","R","legpress",160
"FP27","male","incl","week2","multiple","L","legpress",160
"FP27","male","incl","week2","single","R","legext",75
"FP27","male","incl","week2","multiple","L","legext",75
"FP27","male","incl","week5","single","R","legpress",180
"FP27","male","incl","week5","multiple","L","legpress",NA
"FP27","male","incl","week5","single","R","legext",77.5
"FP27","male","incl","week5","multiple","L","legext",82.5
"FP27","male","incl","week9","single","R","legpress",185
"FP27","male","incl","week9","multiple","L","legpress",190
"FP27","male","incl","week9","single","R","legext",90
"FP27","male","incl","week9","multiple","L","legext",102.5
"FP27","male","incl","post","single","R","legpress",190
"FP27","male","incl","post","multiple","L","legpress",205
"FP27","male","incl","post","single","R","legext",95
"FP27","male","incl","post","multiple","L","legext",105
"FP44","female","incl","pre","multiple","R","legpress",170
"FP44","female","incl","pre","single","L","legpress",150
"FP44","female","incl","pre","multiple","R","legext",45
"FP44","female","incl","pre","single","L","legext",45
"FP44","female","incl","session1","multiple","R","legpress",175
"FP44","female","incl","session1","single","L","legpress",180
"FP44","female","incl","session1","multiple","R","legext",55
"FP44","female","incl","session1","single","L","legext",55
"FP44","female","incl","week2","multiple","R","legpress",225
"FP44","female","incl","week2","single","L","legpress",220
"FP44","female","incl","week2","multiple","R","legext",55
"FP44","female","incl","week2","single","L","legext",55
"FP44","female","incl","week5","multiple","R","legpress",NA
"FP44","female","incl","week5","single","L","legpress",NA
"FP44","female","incl","week5","multiple","R","legext",NA
"FP44","female","incl","week5","single","L","legext",NA
"FP44","female","incl","week9","multiple","R","legpress",NA
"FP44","female","incl","week9","single","L","legpress",NA
"FP44","female","incl","week9","multiple","R","legext",NA
"FP44","female","incl","week9","single","L","legext",NA
"FP44","female","incl","post","multiple","R","legpress",270
"FP44","female","incl","post","single","L","legpress",270
"FP44","female","incl","post","multiple","R","legext",75
"FP44","female","incl","post","single","L","legext",75
"FP29","male","incl","pre","single","R","legpress",200
"FP29","male","incl","pre","multiple","L","legpress",200
"FP29","male","incl","pre","single","R","legext",55
"FP29","male","incl","pre","multiple","L","legext",55
"FP29","male","incl","session1","single","R","legpress",205
"FP29","male","incl","session1","multiple","L","legpress",205
"FP29","male","incl","session1","single","R","legext",65
"FP29","male","incl","session1","multiple","L","legext",65
"FP29","male","incl","week2","single","R","legpress",205
"FP29","male","incl","week2","multiple","L","legpress",210
"FP29","male","incl","week2","single","R","legext",70
"FP29","male","incl","week2","multiple","L","legext",70
"FP29","male","incl","week5","single","R","legpress",NA
"FP29","male","incl","week5","multiple","L","legpress",NA
"FP29","male","incl","week5","single","R","legext",NA
"FP29","male","incl","week5","multiple","L","legext",NA
"FP29","male","incl","week9","single","R","legpress",230
"FP29","male","incl","week9","multiple","L","legpress",220
"FP29","male","incl","week9","single","R","legext",75
"FP29","male","incl","week9","multiple","L","legext",75
"FP29","male","incl","post","single","R","legpress",265
"FP29","male","incl","post","multiple","L","legpress",265
"FP29","male","incl","post","single","R","legext",100
"FP29","male","incl","post","multiple","L","legext",100
"FP42","female","incl","pre","single","R","legpress",150
"FP42","female","incl","pre","multiple","L","legpress",150
"FP42","female","incl","pre","single","R","legext",60
"FP42","female","incl","pre","multiple","L","legext",55
"FP42","female","incl","session1","single","R","legpress",190
"FP42","female","incl","session1","multiple","L","legpress",200
"FP42","female","incl","session1","single","R","legext",62.5
"FP42","female","incl","session1","multiple","L","legext",60
"FP42","female","incl","week2","single","R","legpress",260
"FP42","female","incl","week2","multiple","L","legpress",255
"FP42","female","incl","week2","single","R","legext",67.5
"FP42","female","incl","week2","multiple","L","legext",62.5
"FP42","female","incl","week5","single","R","legpress",280
"FP42","female","incl","week5","multiple","L","legpress",280
"FP42","female","incl","week5","single","R","legext",75
"FP42","female","incl","week5","multiple","L","legext",75
"FP42","female","incl","week9","single","R","legpress",300
"FP42","female","incl","week9","multiple","L","legpress",307.5
"FP42","female","incl","week9","single","R","legext",77.5
"FP42","female","incl","week9","multiple","L","legext",77.5
"FP42","female","incl","post","single","R","legpress",302.5
"FP42","female","incl","post","multiple","L","legpress",315
"FP42","female","incl","post","single","R","legext",77.5
"FP42","female","incl","post","multiple","L","legext",77.5
"FP33","male","incl","pre","multiple","R","legpress",155
"FP33","male","incl","pre","single","L","legpress",175
"FP33","male","incl","pre","multiple","R","legext",60
"FP33","male","incl","pre","single","L","legext",65
"FP33","male","incl","session1","multiple","R","legpress",150
"FP33","male","incl","session1","single","L","legpress",160
"FP33","male","incl","session1","multiple","R","legext",65
"FP33","male","incl","session1","single","L","legext",65
"FP33","male","incl","week2","multiple","R","legpress",150
"FP33","male","incl","week2","single","L","legpress",160
"FP33","male","incl","week2","multiple","R","legext",65
"FP33","male","incl","week2","single","L","legext",70
"FP33","male","incl","week5","multiple","R","legpress",220
"FP33","male","incl","week5","single","L","legpress",220
